Item No,Location,Brand,Type/Material,Style,Pattern,Size,Group,Color,Procurement Price,Cost Price,Base Rate (Without Tax),Discount Percentage,base_rate_discount,GST %,MRP Price (With Tax),Stock opening date,Stock closing date,Quantity available,Quantity sold
160,Salem,Celio,Cotton,Casual,Stonewashed,M,Summer,Red,1682.55,1884.456,3015.1296,35,1959.83,16,2273.4,11-Jun-24,09-Oct-24,55,41
161,Salem,Allen Solly,Polyester,Slim,Stonewashed,XXL,Spring,Red,3869.12,4333.4144,6933.46304,20,5546.77,14,6323.32,13-Jan-24,12-May-24,408,306
162,Coimbatore,Polo,Polyester,Bootcut,Stonewashed,XXL,Autumn,Grey,2851.69,3193.8928,5110.22848,35,3321.65,18,3919.55,18-Jul-24,15-Nov-24,738,554
163,Salem,Allen Solly,Cotton,Bootcut,Washed,M,Winter,Blue,2374.75,2659.72,4255.552,50,2127.78,16,2468.22,07-Jan-24,06-May-24,904,678
164,Trichy,Tommy Hilfiger,Wool,Slim,Solid,M,Spring,Black,1251.18,1401.3216,2242.11456,45,1233.16,14,1405.8,16-Jan-24,15-May-24,997,748
165,Madurai,Tommy Hilfiger,Linen,Bootcut,Stonewashed,XXL,Autumn,Red,3294.8,3690.176,5904.2816,0,5904.28,12,6612.79,11-Nov-23,10-Mar-24,836,627
166,Trichy,Celio,Wool,Formal,Plain,M,Spring,Green,2010.86,2252.1632,3603.46112,20,2882.77,18,3401.67,05-Oct-23,02-Feb-24,211,158
167,T.Nagar,Zara,,Jogger,Stripes,XXL,Winter,Red,2399.2,2687.104,4299.3664,15,3654.46,16,4239.17,27-Sep-23,25-Jan-24,742,556
168,Coimbatore,Celio,Polyester,Bootcut,Washed,S,Autumn,Red,2642.26,2959.3312,4734.92992,35,3077.7,15,3539.35,07-Aug-23,05-Dec-23,591,443
169,Madurai,Polo,,Casual,Stonewashed,S,Spring,Blue,3130.9,3506.608,5610.5728,30,3927.4,18,4634.33,09-Oct-23,06-Feb-24,452,339
170,Coimbatore,Tommy Hilfiger,Cotton,Formal,Solid,XXL,Summer,Black,3863.89,4327.5568,6924.09088,15,5885.48,16,6827.16,15-Jan-24,14-May-24,353,265
171,Madurai,Arrow,,Bootcut,Stripes,XXL,Summer,Black,614.95,688.744,1101.9904,15,936.69,18,1105.29,13-May-24,10-Sep-24,211,158
172,Coimbatore,Celio,Cotton,Slim,Solid,L,Summer,Green,1327.7,1487.024,2379.2384,30,1665.47,15,1915.29,22-Apr-24,20-Aug-24,473,355
173,Chrompet,Allen Solly,Polyester,Casual,Washed,XXL,Autumn,Blue,2428.82,2720.2784,4352.44544,25,3264.33,15,3753.98,21-Jul-24,18-Nov-24,742,556
174,Coimbatore,Zara,,Casual,Solid,XXL,Summer,Blue,3584.79,4014.9648,6423.94368,40,3854.37,15,4432.53,16-Feb-24,15-Jun-24,563,422
175,Chrompet,Tommy Hilfiger,Denim,Jogger,Plain,M,Autumn,Red,3632.27,4068.1424,6509.02784,25,4881.77,18,5760.49,30-Oct-23,27-Feb-24,456,342
176,Trichy,Celio,Polyester,Casual,Stonewashed,M,Winter,Red,1156.35,1295.112,2072.1792,35,1346.92,15,1548.96,21-May-24,18-Sep-24,352,264
177,Trichy,Arrow,Denim,Formal,Washed,L,Summer,Blue,3452.13,3866.3856,6186.21696,35,4021.04,16,4664.41,18-Aug-23,16-Dec-23,400,300
178,Madurai,Polo,,Formal,Plain,L,Winter,Blue,773.76,866.6112,1386.57792,30,970.6,15,1116.19,07-Jan-24,06-May-24,846,634
179,Coimbatore,Zara,Denim,Jogger,Solid,XXL,Winter,Blue,1543.06,1728.2272,2765.16352,40,1659.1,16,1924.56,14-May-24,11-Sep-24,566,424
180,Coimbatore,Polo,Linen,Bootcut,Plain,M,Autumn,Black,1308.18,1465.1616,2344.25856,10,2109.83,18,2489.6,17-Oct-23,14-Feb-24,176,132
181,Trichy,Zara,Polyester,Casual,Plain,XXL,Spring,Red,2176.37,2437.5344,3900.05504,0,3900.06,16,4524.07,17-Oct-23,14-Feb-24,507,380
182,Salem,Polo,Polyester,Slim,Plain,M,Spring,Blue,1222.87,1369.6144,2191.38304,45,1205.26,12,1349.89,14-Nov-23,13-Mar-24,114,86
183,Chrompet,Zara,Linen,Formal,Stripes,L,Winter,Green,3119.12,3493.4144,5589.46304,40,3353.68,18,3957.34,27-May-24,24-Sep-24,850,638
184,Chrompet,Celio,Cotton,Formal,Stripes,L,Summer,Black,2190.98,2453.8976,3926.23616,45,2159.43,14,2461.75,27-Aug-23,25-Dec-23,380,285
185,Chrompet,Polo,Cotton,Casual,Washed,S,Autumn,Red,914,1023.68,1637.888,15,1392.2,12,1559.26,25-Jan-24,24-May-24,941,706
186,Salem,Tommy Hilfiger,Wool,Casual,Solid,M,Winter,Black,632.18,708.0416,1132.86656,10,1019.58,15,1172.52,05-Nov-23,04-Mar-24,595,446
187,Madurai,Allen Solly,Polyester,Bootcut,Plain,M,Summer,Blue,3785.22,4239.4464,6783.11424,30,4748.18,14,5412.93,09-Dec-23,07-Apr-24,149,112
188,Madurai,Zara,Linen,Slim,Washed,XL,Winter,Grey,3251.05,3641.176,5825.8816,45,3204.23,16,3716.91,16-Nov-23,15-Mar-24,963,722
189,T.Nagar,Polo,,Casual,Plain,S,Winter,Blue,3047.56,3413.2672,5461.22752,30,3822.86,16,4434.52,21-Apr-24,19-Aug-24,622,466
190,T.Nagar,Zara,Linen,Bootcut,Plain,M,Autumn,Blue,3146.35,3523.912,5638.2592,5,5356.35,15,6159.8,03-Jul-24,31-Oct-24,300,225
191,Trichy,Celio,Denim,Formal,Washed,XXL,Summer,Black,2468.61,2764.8432,4423.74912,30,3096.62,15,3561.11,03-Mar-24,01-Jul-24,100,75
192,Coimbatore,Polo,Polyester,Formal,Washed,XL,Autumn,Green,2959.87,3315.0544,5304.08704,20,4243.27,14,4837.33,12-Jul-24,09-Nov-24,67,50
193,Chrompet,Polo,,Casual,Washed,M,Autumn,Green,2051.95,2298.184,3677.0944,50,1838.55,12,2059.18,07-Aug-23,05-Dec-23,442,332
194,Madurai,Arrow,,Formal,Washed,XXL,Autumn,Green,3716.56,4162.5472,6660.07552,5,6327.07,12,7086.32,09-Oct-23,06-Feb-24,1000,750
195,Trichy,Polo,Cotton,Jogger,Stonewashed,S,Summer,Red,1747,1956.64,3130.624,30,2191.44,12,2454.41,07-Jun-24,05-Oct-24,840,630
196,T.Nagar,Allen Solly,Denim,Slim,Stonewashed,S,Spring,Black,1442.53,1615.6336,2585.01376,30,1809.51,18,2135.22,05-Dec-23,03-Apr-24,916,687
197,Madurai,Allen Solly,Wool,Jogger,Stripes,S,Spring,Black,1909.25,2138.36,3421.376,50,1710.69,14,1950.19,29-Dec-23,27-Apr-24,339,254
198,Madurai,Arrow,Cotton,Jogger,Plain,XXL,Winter,Blue,2665.16,2984.9792,4775.96672,30,3343.18,16,3878.09,26-Oct-23,23-Feb-24,394,296
199,T.Nagar,Tommy Hilfiger,,Bootcut,Plain,M,Autumn,Green,2936.71,3289.1152,5262.58432,5,4999.46,12,5599.4,26-Dec-23,24-Apr-24,987,740
200,T.Nagar,Polo,Wool,Slim,Solid,XL,Winter,Black,2587.23,2897.6976,4636.31616,20,3709.05,15,4265.41,06-Mar-24,04-Jul-24,515,386
201,Madurai,Zara,Cotton,Casual,Plain,S,Autumn,Black,2270.82,2543.3184,4069.30944,15,3458.91,15,3977.75,01-Mar-24,29-Jun-24,74,56
202,Coimbatore,Zara,Wool,Jogger,Washed,XXL,Autumn,Blue,1607.9,1800.848,2881.3568,35,1872.88,18,2210,01-Jan-24,30-Apr-24,174,130
203,T.Nagar,Celio,,Jogger,Solid,S,Autumn,Black,3720.51,4166.9712,6667.15392,40,4000.29,14,4560.33,06-Jul-24,03-Nov-24,175,131
204,Coimbatore,Celio,Linen,Bootcut,Stonewashed,S,Summer,Grey,2743.97,3073.2464,4917.19424,45,2704.46,14,3083.08,12-Mar-24,10-Jul-24,243,182
205,Salem,Polo,Cotton,Bootcut,Plain,L,Spring,Red,2420.94,2711.4528,4338.32448,0,4338.32,14,4945.68,07-Jun-24,05-Oct-24,581,436
206,Trichy,Tommy Hilfiger,Linen,Bootcut,Plain,XXL,Winter,Green,3289.02,3683.7024,5893.92384,20,4715.14,18,5563.87,21-Feb-24,20-Jun-24,832,624
207,Trichy,Tommy Hilfiger,Cotton,Casual,Stonewashed,M,Summer,Blue,1981.99,2219.8288,3551.72608,30,2486.21,16,2884,29-Jun-24,27-Oct-24,314,236
208,Salem,Arrow,,Slim,Stonewashed,S,Spring,Green,1720.21,1926.6352,3082.61632,35,2003.7,15,2304.26,05-Aug-23,03-Dec-23,634,476
209,Coimbatore,Arrow,Linen,Formal,Washed,XL,Spring,Green,1581.65,1771.448,2834.3168,15,2409.17,12,2698.27,17-Jul-24,14-Nov-24,454,340
210,Coimbatore,Celio,Cotton,Casual,Stonewashed,M,Summer,Grey,970.17,1086.5904,1738.54464,5,1651.62,18,1948.91,11-Aug-23,09-Dec-23,433,325
211,Coimbatore,Polo,Wool,Bootcut,Stripes,XL,Summer,Green,1214.18,1359.8816,2175.81056,10,1958.23,18,2310.71,02-Aug-23,30-Nov-23,63,47
212,Chrompet,Arrow,Denim,Casual,Washed,L,Winter,Grey,3435.16,3847.3792,6155.80672,0,6155.81,18,7263.86,15-Jun-24,13-Oct-24,776,582
213,Coimbatore,Celio,Wool,Formal,Stripes,S,Autumn,Green,1268.88,1421.1456,2273.83296,5,2160.14,16,2505.76,01-Oct-23,29-Jan-24,591,443
214,Chrompet,Tommy Hilfiger,Cotton,Casual,Stripes,M,Spring,Green,1172.48,1313.1776,2101.08416,10,1890.98,12,2117.9,02-Nov-23,01-Mar-24,595,446
215,Chrompet,Zara,Polyester,Bootcut,Washed,XL,Spring,Blue,3334.1,3734.192,5974.7072,45,3286.09,12,3680.42,17-Jul-24,14-Nov-24,693,520
216,Chrompet,Polo,Cotton,Formal,Plain,M,Spring,Green,3802.45,4258.744,6813.9904,5,6473.29,18,7638.48,10-Nov-23,09-Mar-24,313,235
217,Coimbatore,Celio,,Bootcut,Stripes,XXL,Spring,Red,2433.59,2725.6208,4360.99328,25,3270.74,12,3663.23,12-Dec-23,10-Apr-24,665,499
218,Coimbatore,Tommy Hilfiger,Polyester,Casual,Plain,XL,Winter,Black,2889.84,3236.6208,5178.59328,30,3625.02,15,4168.77,26-Dec-23,24-Apr-24,125,94
219,Coimbatore,Zara,,Casual,Solid,XL,Autumn,Grey,553.97,620.4464,992.71424,0,992.71,18,1171.4,08-Nov-23,07-Mar-24,961,721
220,Salem,Zara,,Slim,Plain,M,Winter,Blue,3097.79,3469.5248,5551.23968,40,3330.74,16,3863.66,11-Mar-24,09-Jul-24,981,736
221,Madurai,Zara,Denim,Bootcut,Washed,M,Winter,Red,2450.92,2745.0304,4392.04864,0,4392.05,12,4919.1,14-Jun-24,12-Oct-24,241,181
222,Coimbatore,Allen Solly,,Jogger,Stonewashed,XXL,Spring,Green,3600.5,4032.56,6452.096,10,5806.89,15,6677.92,18-Feb-24,17-Jun-24,503,377
223,Madurai,Zara,Cotton,Jogger,Plain,L,Spring,Red,1598.86,1790.7232,2865.15712,15,2435.38,12,2727.63,29-Nov-23,28-Mar-24,867,650
224,Chrompet,Arrow,Denim,Casual,Solid,XXL,Autumn,Grey,1702.69,1907.0128,3051.22048,20,2440.98,18,2880.36,15-Jul-24,12-Nov-24,674,506
225,T.Nagar,Polo,Linen,Casual,Plain,M,Spring,Red,3706.78,4151.5936,6642.54976,30,4649.78,15,5347.25,20-Oct-23,17-Feb-24,665,499
226,Madurai,Celio,Polyester,Formal,Stripes,XL,Spring,Green,2572.93,2881.6816,4610.69056,30,3227.48,18,3808.43,09-Nov-23,08-Mar-24,887,665
227,Madurai,Polo,Wool,Casual,Stonewashed,L,Summer,Green,1677.98,1879.3376,3006.94016,30,2104.86,12,2357.44,27-Feb-24,26-Jun-24,964,723
228,Coimbatore,Celio,Cotton,Slim,Stripes,XL,Autumn,Blue,1517.85,1699.992,2719.9872,10,2447.99,14,2790.71,05-Mar-24,03-Jul-24,368,276
229,Coimbatore,Arrow,Denim,Formal,Washed,XL,Autumn,Blue,2993.56,3352.7872,5364.45952,0,5364.46,12,6008.2,12-Mar-24,10-Jul-24,388,291
230,Trichy,Tommy Hilfiger,Linen,Jogger,Plain,XXL,Spring,Blue,2239.8,2508.576,4013.7216,30,2809.61,14,3202.96,11-Apr-24,09-Aug-24,814,610
231,Trichy,Zara,,Jogger,Plain,M,Summer,Blue,1652.44,1850.7328,2961.17248,10,2665.06,12,2984.87,17-Jan-24,16-May-24,477,358
232,Madurai,Tommy Hilfiger,Denim,Formal,Washed,L,Summer,Red,2089.43,2340.1616,3744.25856,15,3182.62,15,3660.01,30-Jan-24,29-May-24,548,411
233,Coimbatore,Celio,Polyester,Slim,Washed,M,Spring,Blue,2104.01,2356.4912,3770.38592,10,3393.35,15,3902.35,06-Apr-24,04-Aug-24,234,176
234,Chrompet,Celio,Denim,Casual,Plain,S,Spring,Green,2353.81,2636.2672,4218.02752,10,3796.22,14,4327.69,08-Jun-24,06-Oct-24,345,259
235,T.Nagar,Polo,,Bootcut,Washed,L,Spring,Red,2969.84,3326.2208,5321.95328,25,3991.46,15,4590.18,07-Jul-24,04-Nov-24,651,488
236,Coimbatore,Zara,Wool,Formal,Washed,XXL,Winter,Red,585.14,655.3568,1048.57088,15,891.29,16,1033.9,05-Feb-24,04-Jun-24,451,338
237,Salem,Arrow,Denim,Formal,Stonewashed,M,Summer,Black,3003.73,3364.1776,5382.68416,5,5113.55,15,5880.58,21-Nov-23,20-Mar-24,185,139
238,Trichy,Arrow,,Jogger,Stripes,M,Winter,Red,3722.18,4168.8416,6670.14656,30,4669.1,14,5322.77,14-Oct-23,11-Feb-24,221,166
239,Salem,Polo,Linen,Casual,Plain,L,Winter,Black,615.67,689.5504,1103.28064,20,882.62,12,988.53,18-Oct-23,15-Feb-24,384,288
240,Madurai,Zara,,Bootcut,Stonewashed,XL,Summer,Green,893,1000.16,1600.256,50,800.13,18,944.15,03-Oct-23,31-Jan-24,287,215
241,Trichy,Tommy Hilfiger,Polyester,Bootcut,Plain,S,Spring,Blue,1044.81,1170.1872,1872.29952,15,1591.45,18,1877.91,23-Jun-24,21-Oct-24,723,542
242,Coimbatore,Arrow,Cotton,Bootcut,Washed,XXL,Summer,Black,3326.07,3725.1984,5960.31744,20,4768.25,12,5340.44,23-Jan-24,22-May-24,692,519
243,T.Nagar,Allen Solly,Linen,Bootcut,Plain,S,Summer,Green,598.6,670.432,1072.6912,35,697.25,15,801.84,15-Aug-23,13-Dec-23,277,208
244,Madurai,Allen Solly,Polyester,Formal,Stonewashed,L,Autumn,Black,3002.58,3362.8896,5380.62336,35,3497.41,15,4022.02,09-May-24,06-Sep-24,149,112
245,Chrompet,Zara,Linen,Casual,Washed,S,Summer,Green,564.61,632.3632,1011.78112,35,657.66,12,736.58,17-Apr-24,15-Aug-24,846,634
246,Chrompet,Arrow,Polyester,Formal,Stonewashed,XXL,Autumn,Black,1962.35,2197.832,3516.5312,0,3516.53,12,3938.51,03-Nov-23,02-Mar-24,694,520
247,Madurai,Arrow,,Jogger,Stonewashed,S,Spring,Blue,3185.82,3568.1184,5708.98944,25,4281.74,16,4966.82,29-Jun-24,27-Oct-24,137,103
248,Salem,Zara,Polyester,Slim,Washed,S,Spring,Black,2721.13,3047.6656,4876.26496,5,4632.45,16,5373.64,24-Mar-24,22-Jul-24,76,57
249,Salem,Allen Solly,Wool,Slim,Stripes,S,Winter,Red,3681.27,4123.0224,6596.83584,0,6596.84,14,7520.4,20-Mar-24,18-Jul-24,500,375
250,Chrompet,Tommy Hilfiger,,Casual,Stripes,L,Autumn,Grey,1460.06,1635.2672,2616.42752,45,1439.04,16,1669.29,19-Jun-24,17-Oct-24,251,188
251,Salem,Allen Solly,Linen,Jogger,Stripes,L,Summer,Black,3514.4,3936.128,6297.8048,50,3148.9,14,3589.75,24-Jul-24,21-Nov-24,71,53
252,Chrompet,Celio,Denim,Bootcut,Solid,XL,Summer,Black,1670.42,1870.8704,2993.39264,30,2095.37,12,2346.81,08-Jun-24,06-Oct-24,889,667
253,T.Nagar,Zara,,Casual,Washed,XL,Summer,Black,735.48,823.7376,1317.98016,20,1054.38,16,1223.08,28-Aug-23,26-Dec-23,94,70
254,Madurai,Arrow,Linen,Slim,Plain,L,Winter,Black,719.34,805.6608,1289.05728,40,773.43,14,881.71,27-Aug-23,25-Dec-23,872,654
255,Madurai,Zara,Cotton,Casual,Solid,XL,Winter,Blue,561.74,629.1488,1006.63808,50,503.32,14,573.78,06-Feb-24,05-Jun-24,396,297
256,Chrompet,Polo,Wool,Bootcut,Solid,M,Winter,Red,1976.15,2213.288,3541.2608,15,3010.07,12,3371.28,13-Jun-24,11-Oct-24,460,345
257,T.Nagar,Tommy Hilfiger,Cotton,Casual,Washed,M,Spring,Grey,3614.35,4048.072,6476.9152,45,3562.3,12,3989.78,07-Sep-23,05-Jan-24,275,206
258,T.Nagar,Polo,Linen,Jogger,Stonewashed,L,Autumn,Grey,3655.78,4094.4736,6551.15776,5,6223.6,16,7219.38,21-Mar-24,19-Jul-24,311,233
259,T.Nagar,Polo,Polyester,Formal,Washed,XXL,Spring,Red,657.34,736.2208,1177.95328,0,1177.95,12,1319.3,05-Feb-24,04-Jun-24,772,579
260,Salem,Zara,Cotton,Slim,Plain,S,Spring,Green,1582.81,1772.7472,2836.39552,35,1843.66,16,2138.65,06-Jan-24,05-May-24,675,506
261,Trichy,Zara,Wool,Jogger,Washed,M,Autumn,Grey,3281.91,3675.7392,5881.18272,35,3822.77,16,4434.41,14-Sep-23,12-Jan-24,213,160
262,Trichy,Polo,Denim,Casual,Washed,M,Winter,Black,2158.64,2417.6768,3868.28288,15,3288.04,12,3682.6,19-Aug-23,17-Dec-23,951,713
263,Salem,Polo,Denim,Bootcut,Stripes,XL,Spring,Black,3896.96,4364.5952,6983.35232,0,6983.35,14,7961.02,22-Jan-24,21-May-24,821,616
264,Madurai,Celio,,Casual,Washed,S,Summer,Green,2582.43,2892.3216,4627.71456,10,4164.94,16,4831.33,22-Mar-24,20-Jul-24,967,725
265,Coimbatore,Allen Solly,Wool,Casual,Plain,L,Summer,Red,1526.26,1709.4112,2735.05792,50,1367.53,12,1531.63,09-Jul-24,06-Nov-24,721,541
266,Salem,Arrow,,Casual,Stripes,XL,Autumn,Green,2260.1,2531.312,4050.0992,20,3240.08,14,3693.69,24-Jul-24,21-Nov-24,514,386
267,Coimbatore,Polo,Wool,Bootcut,Washed,S,Spring,Blue,1560,1747.2,2795.52,45,1537.54,14,1752.8,02-Nov-23,01-Mar-24,443,332
268,Madurai,Polo,,Formal,Washed,XL,Autumn,Black,1901.72,2129.9264,3407.88224,35,2215.12,14,2525.24,19-Jun-24,17-Oct-24,919,689
269,T.Nagar,Arrow,Polyester,Slim,Solid,XXL,Autumn,Red,3551.06,3977.1872,6363.49952,20,5090.8,15,5854.42,04-Oct-23,01-Feb-24,525,394
270,Coimbatore,Polo,Polyester,Casual,Plain,L,Winter,Blue,3470.13,3886.5456,6218.47296,15,5285.7,15,6078.55,16-Nov-23,15-Mar-24,553,415
271,Trichy,Tommy Hilfiger,Polyester,Formal,Solid,XXL,Spring,Grey,2569.84,2878.2208,4605.15328,15,3914.38,16,4540.68,12-Dec-23,10-Apr-24,538,404
272,Chrompet,Tommy Hilfiger,Linen,Jogger,Stonewashed,M,Spring,Green,622.52,697.2224,1115.55584,0,1115.56,18,1316.36,27-Jan-24,26-May-24,412,309
273,Trichy,Polo,Wool,Slim,Solid,XXL,Autumn,Grey,3017.46,3379.5552,5407.28832,15,4596.2,14,5239.67,22-Nov-23,21-Mar-24,582,436
274,Madurai,Celio,Linen,Jogger,Stripes,XXL,Autumn,Grey,3885.44,4351.6928,6962.70848,15,5918.3,16,6865.23,08-Jul-24,05-Nov-24,656,492
275,Coimbatore,Celio,Denim,Slim,Solid,L,Autumn,Green,1322.63,1481.3456,2370.15296,35,1540.6,18,1817.91,25-Dec-23,23-Apr-24,83,62
276,Coimbatore,Zara,Linen,Slim,Plain,XXL,Winter,Blue,1088.53,1219.1536,1950.64576,30,1365.45,14,1556.61,26-Apr-24,24-Aug-24,502,376
277,Coimbatore,Allen Solly,Cotton,Slim,Stripes,L,Spring,Green,2977.84,3335.1808,5336.28928,0,5336.29,15,6136.73,11-Mar-24,09-Jul-24,764,573
278,Coimbatore,Polo,Denim,Bootcut,Washed,L,Spring,Blue,1397.28,1564.9536,2503.92576,15,2128.34,12,2383.74,14-Nov-23,13-Mar-24,126,94
279,T.Nagar,Arrow,Wool,Bootcut,Plain,XXL,Summer,Green,3478.69,3896.1328,6233.81248,20,4987.05,18,5884.72,20-Dec-23,18-Apr-24,881,661
280,Salem,Polo,Wool,Casual,Washed,M,Autumn,Green,1427.36,1598.6432,2557.82912,5,2429.94,18,2867.33,21-Dec-23,19-Apr-24,579,434
281,Coimbatore,Zara,Linen,Formal,Stripes,XXL,Autumn,Red,2040.38,2285.2256,3656.36096,30,2559.45,14,2917.77,20-May-24,17-Sep-24,642,482
282,Coimbatore,Arrow,Linen,Bootcut,Washed,L,Autumn,Grey,2954.06,3308.5472,5293.67552,30,3705.57,16,4298.46,04-Jan-24,03-May-24,468,351
283,Coimbatore,Celio,Polyester,Formal,Solid,XXL,Summer,Black,2171.72,2432.3264,3891.72224,30,2724.21,12,3051.12,05-Oct-23,02-Feb-24,997,748
284,Coimbatore,Tommy Hilfiger,Wool,Bootcut,Washed,L,Autumn,Red,3070.86,3439.3632,5502.98112,20,4402.38,18,5194.81,17-Jul-24,14-Nov-24,817,613
285,Madurai,Zara,Linen,Slim,Solid,S,Spring,Grey,3078.66,3448.0992,5516.95872,5,5241.11,12,5870.04,26-Nov-23,25-Mar-24,697,523
286,Trichy,Arrow,Cotton,Bootcut,Plain,S,Winter,Grey,3939.56,4412.3072,7059.69152,35,4588.8,12,5139.46,01-Feb-24,31-May-24,525,394
287,Madurai,Arrow,Polyester,Formal,Stonewashed,XXL,Winter,Grey,2640.42,2957.2704,4731.63264,50,2365.82,16,2744.35,25-Dec-23,23-Apr-24,899,674
288,Coimbatore,Polo,Linen,Jogger,Stonewashed,M,Winter,Green,2843.13,3184.3056,5094.88896,10,4585.4,12,5135.65,02-Dec-23,31-Mar-24,683,512
289,Chrompet,Allen Solly,Polyester,Jogger,Solid,XL,Winter,Green,620.63,695.1056,1112.16896,20,889.74,15,1023.2,09-Jan-24,08-May-24,105,79
290,Salem,Allen Solly,,Slim,Stonewashed,S,Autumn,Red,1534.69,1718.8528,2750.16448,50,1375.08,18,1622.59,07-Feb-24,06-Jun-24,57,43
291,Salem,Tommy Hilfiger,Denim,Jogger,Stripes,L,Autumn,Grey,853.97,956.4464,1530.31424,15,1300.77,18,1534.91,27-Sep-23,25-Jan-24,390,292
292,T.Nagar,Arrow,Polyester,Jogger,Stonewashed,XL,Autumn,Green,1788.75,2003.4,3205.44,50,1602.72,16,1859.16,22-Oct-23,19-Feb-24,218,164
293,Chrompet,Zara,Polyester,Casual,Washed,L,Winter,Red,1662.47,1861.9664,2979.14624,15,2532.27,12,2836.14,02-Oct-23,30-Jan-24,736,552
294,T.Nagar,Zara,Cotton,Slim,Solid,XXL,Summer,Green,761.76,853.1712,1365.07392,5,1296.82,18,1530.25,06-Sep-23,04-Jan-24,657,493
295,Trichy,Tommy Hilfiger,Denim,Slim,Washed,L,Summer,Red,3110.18,3483.4016,5573.44256,50,2786.72,15,3204.73,21-May-24,18-Sep-24,754,566
296,T.Nagar,Tommy Hilfiger,Polyester,Formal,Stripes,L,Spring,Black,1194.97,1338.3664,2141.38624,5,2034.32,12,2278.44,03-Jul-24,31-Oct-24,188,141
297,T.Nagar,Arrow,Cotton,Bootcut,Washed,M,Summer,Blue,2123.75,2378.6,3805.76,10,3425.18,18,4041.71,16-Jun-24,14-Oct-24,165,124
298,Trichy,Polo,Cotton,Casual,Stonewashed,XL,Autumn,Black,3646.08,4083.6096,6533.77536,15,5553.71,18,6553.38,29-Dec-23,27-Apr-24,788,591
299,Salem,Arrow,Denim,Casual,Washed,S,Autumn,Black,2082.47,2332.3664,3731.78624,45,2052.48,18,2421.93,11-Sep-23,09-Jan-24,596,447
300,Trichy,Tommy Hilfiger,Cotton,Slim,Plain,XXL,Summer,Green,2189.68,2452.4416,3923.90656,10,3531.52,14,4025.93,20-Aug-23,18-Dec-23,522,392
301,Chrompet,Arrow,Cotton,Casual,Stonewashed,S,Summer,Grey,3289.6,3684.352,5894.9632,35,3831.73,14,4368.17,28-Feb-24,27-Jun-24,190,142
302,T.Nagar,Allen Solly,Polyester,Bootcut,Solid,XL,Winter,Red,2570.54,2879.0048,4606.40768,50,2303.2,14,2625.65,06-Aug-23,04-Dec-23,195,146
303,Trichy,Allen Solly,Cotton,Slim,Stripes,XXL,Autumn,Black,2488.18,2786.7616,4458.81856,15,3790,16,4396.4,26-Dec-23,24-Apr-24,875,656
304,Madurai,Arrow,,Slim,Solid,XL,Summer,Blue,2846.34,3187.9008,5100.64128,40,3060.38,12,3427.63,21-May-24,18-Sep-24,247,185
305,Trichy,Zara,Linen,Formal,Stripes,M,Spring,Green,755.54,846.2048,1353.92768,25,1015.45,16,1177.92,18-Jun-24,16-Oct-24,467,350
306,Chrompet,Arrow,Polyester,Jogger,Stripes,S,Spring,Black,3758.35,4209.352,6734.9632,5,6398.22,14,7293.97,03-Oct-23,31-Jan-24,413,310
307,Salem,Arrow,Wool,Bootcut,Stripes,S,Autumn,Black,2190.96,2453.8752,3926.20032,40,2355.72,15,2709.08,02-Feb-24,01-Jun-24,499,374
308,Trichy,Polo,Wool,Jogger,Solid,M,Autumn,Blue,2423.69,2714.5328,4343.25248,35,2823.11,16,3274.81,04-Jan-24,03-May-24,787,590
309,Salem,Zara,Linen,Formal,Plain,XXL,Winter,Grey,2694.26,3017.5712,4828.11392,15,4103.9,16,4760.52,18-Mar-24,16-Jul-24,273,205
310,T.Nagar,Celio,Polyester,Bootcut,Washed,L,Autumn,Blue,2739.19,3067.8928,4908.62848,35,3190.61,12,3573.48,24-Apr-24,22-Aug-24,212,159
311,Madurai,Celio,Cotton,Slim,Plain,M,Autumn,Blue,2396.65,2684.248,4294.7968,15,3650.58,14,4161.66,19-Aug-23,17-Dec-23,284,213
312,Madurai,Zara,Wool,Slim,Plain,XXL,Spring,Grey,1432.05,1603.896,2566.2336,40,1539.74,15,1770.7,13-Jul-24,10-Nov-24,464,348
313,Coimbatore,Tommy Hilfiger,Wool,Jogger,Plain,L,Autumn,Green,1756.08,1966.8096,3146.89536,20,2517.52,18,2970.67,18-May-24,15-Sep-24,616,462
314,Salem,Allen Solly,Polyester,Bootcut,Stripes,L,Spring,Red,3004.02,3364.5024,5383.20384,15,4575.72,12,5124.81,10-Mar-24,08-Jul-24,817,613
315,Madurai,Celio,Linen,Formal,Stripes,S,Spring,Grey,3233.79,3621.8448,5794.95168,30,4056.47,14,4624.38,08-Sep-23,06-Jan-24,934,700
316,Coimbatore,Tommy Hilfiger,Polyester,Casual,Solid,XL,Autumn,Green,3642.82,4079.9584,6527.93344,40,3916.76,18,4621.78,11-Feb-24,10-Jun-24,72,54
317,T.Nagar,Arrow,Linen,Bootcut,Stripes,XL,Spring,Green,1783.82,1997.8784,3196.60544,10,2876.94,16,3337.25,30-Nov-23,29-Mar-24,610,458
318,Madurai,Allen Solly,Polyester,Slim,Stripes,XXL,Autumn,Black,3049.72,3415.6864,5465.09824,25,4098.82,12,4590.68,22-Dec-23,20-Apr-24,171,128
